text,merek,jenis_produk,kandungan,manfaat,topik,alasan_topik_kosong,topik_label
senka whip collagen facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,"collagen, hyaluronic acid",untuk membersihkan kotoran wajah,3.0,,Hidrasi dan Perawatan Kulit Sensitif
armando caruso mini cleansing sponge,armando caruso,mini cleansing sponge,,,4.0,,Brightening dengan Bahan Aktif
you radiance up deep moisturizing cream,you,moisturizing cream,,radiance up deep,1.0,,Pembersih Wajah dan Perawatan Jerawat
scarlett white ultra light daily sunscreen spf 50 pa,scarlett,sunscreen,,"white ultra light daily, spf 50 pa",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
elformula intensive peeling solution,elformula,solution,,intensive peeling,4.0,,Brightening dengan Bahan Aktif
hada labo gokujyun moisturizing lotion hyaluronic acid untuk kulit kering normal,hada labo gokujyun,moisturizing lotion,hyaluronic acid,untuk kulit kering normal,3.0,,Hidrasi dan Perawatan Kulit Sensitif
skin aqua uv moisturizer gel spf50,skin aqua,moisturizer gel,,"uv, spf50",0.0,,Skincare Anti-Aging dan Brightening
herborist aloe vera gel,herborist,gel,aloe vera,,1.0,,Pembersih Wajah dan Perawatan Jerawat
senka whip jerawat care kulit wajah,senka whip,,,jerawat care kulit wajah,1.0,,Pembersih Wajah dan Perawatan Jerawat
labore sensitive mild cleanser,labore,mild cleanser,,sensitive,0.0,,Skincare Anti-Aging dan Brightening
senka whip berry bright facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,"berry, hyaluronic acid","bright, untuk membersihkan kotoran wajah",3.0,,Hidrasi dan Perawatan Kulit Sensitif
cerave moisturising lotion,cerave,lotion,,moisturising,4.0,,Brightening dengan Bahan Aktif
somethinc retinol serum untuk pemula semua jenis kulit menyamarkan kerutan halus membantu mengencangkan vegan,somethinc,serum,retinol,untuk pemula semua jenis kulit menyamarkan kerutan halus membantu mengencangkan vegan,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific ceramide serum sunscreen spf 50 pa sun repair invisible,skintific,serum sunscreen,ceramide,spf 50 pa sun repair invisible,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
azarine hydramax c sunscreen serum spf 50,azarine,sunscreen serum,c,"hydramax, spf 50",0.0,,Skincare Anti-Aging dan Brightening
whitelab glow booster serum vitamin antioksidan mencerahkan kulit kusam melindungi dari sinar uv lebih efektif,whitelab,serum,vitamin,"glow booster, antioksidan mencerahkan kulit kusam melindungi dari sinar uv lebih efektif",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
nuface me sun shield tone up spf 30 pa,nuface me,tone up,,"sun shield, spf 30 pa",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
kahf skin energizing brightening face wash,kahf,face wash,,skin energizing brightening,0.0,,Skincare Anti-Aging dan Brightening
senka whip vitamin c facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,"vitamin c, hyaluronic acid",untuk membersihkan kotoran wajah,3.0,,Hidrasi dan Perawatan Kulit Sensitif
la roche posay uvmune spf50,la roche posay,,,"uvmune, spf50",4.0,,Brightening dengan Bahan Aktif
you care spf,you,,,care spf,0.0,,Skincare Anti-Aging dan Brightening
avene water spray bagus untuk menghidrasi kulit,avene,water spray,,bagus untuk menghidrasi kulit,4.0,,Brightening dengan Bahan Aktif
serum avoskin your skin bae alpha arbutin samarkan bekas jerawat,avoskin your skin bae,serum,alpha arbutin,samarkan bekas jerawat,0.0,,Skincare Anti-Aging dan Brightening
you sunbrella tone up uv sunscreen spf50 pa,you,"sunbrella tone up, sunscreen",,"uv, spf50 pa",0.0,,Skincare Anti-Aging dan Brightening
hada labo gel pelembab intensif pencerah kulit anti penuaan dini bebas pewangi pewarna ph tidak iritasi tinggi,hada labo,gel pelembab,,intensif pencerah kulit anti penuaan dini bebas pewangi pewarna ph tidak iritasi tinggi,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
glycore cream gel,glycore,"cream, gel",,,1.0,,Pembersih Wajah dan Perawatan Jerawat
la roche posay soothing repairing balm,la roche posay,balm,,soothing repairing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
cetaphil healthy radiance brightening night cream,cetaphil,cream,,healthy radiance brightening night,1.0,,Pembersih Wajah dan Perawatan Jerawat
senka whip low ph calming cica white,senka whip,,cica,"low ph calming, white",1.0,,Pembersih Wajah dan Perawatan Jerawat
cerave oil control gel moisturizer,cerave,gel moisturizer,,oil control,4.0,,Brightening dengan Bahan Aktif
melano vitamin c brightening toner,melano,toner,vitamin c,brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
azarine supreme glow brightening moisturizer barrier pelembab wajah mencerahkan kulit kusam,azarine,"moisturizer, pelembab wajah",,"supreme glow brightening, barrier, mencerahkan kulit kusam",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
glad2glow pomegranate niacinamide power bright serum,glad2glow,serum,"pomegranate, niacinamide",power bright,1.0,,Pembersih Wajah dan Perawatan Jerawat
la roche posay foaming gel cleanser,la roche posay,foaming gel cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
nivea,nivea,,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
hada labo gokujyun facial wash,hada labo gokujyun,facial wash,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
nivea sun extra protect sunblock wajah vitamin spf50,nivea,sunblock wajah,vitamin,"sun extra protect, spf50",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
labore repair topicalm cream,labore,topicalm cream,,repair,4.0,,Brightening dengan Bahan Aktif
wardah niacinamide bright barrier repair serum,wardah,serum,niacinamide,bright barrier repair,4.0,,Brightening dengan Bahan Aktif
amaterasun uv spf 35 pa light dapat digunakan semua jenis kulit,amaterasun,,,"uv, spf 35 pa light dapat digunakan semua jenis kulit",0.0,,Skincare Anti-Aging dan Brightening
you golden age revitalizing night cream,you,cream,,golden age revitalizing night,1.0,,Pembersih Wajah dan Perawatan Jerawat
eskulin kids sunscreen,eskulin kids,sunscreen,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintiflc radiance booster serum spray wajah bifida filtrate centella untuk kulit glowing lebih halus,skintiflc,serum spray wajah,bifida filtrate centella,"radiance booster, untuk kulit glowing lebih halus",4.0,,Brightening dengan Bahan Aktif
you radiance glow active night gel,you,gel,,radiance glow active night,1.0,,Pembersih Wajah dan Perawatan Jerawat
morris men oil control jerawat care wash,morris men,wash,,oil control jerawat care,0.0,,Skincare Anti-Aging dan Brightening
glad2glow centella allantoin soothing moisturizer gel repair skin barrier oil control hydrating cream pelembab wajah,glad2glow,"moisturizer gel, cream pelembab wajah",centella allantoin,"soothing, repair skin barrier oil control hydrating",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
poise facial foam white,poise,facial foam,,white,4.0,,Brightening dengan Bahan Aktif
clean clear oil control,clean clear,,,oil control,3.0,,Hidrasi dan Perawatan Kulit Sensitif
cosrx essence,cosrx,essence,,,0.0,,Skincare Anti-Aging dan Brightening
labore protect physical sunscreen mineral,labore,sunscreen,mineral,protect physical,0.0,,Skincare Anti-Aging dan Brightening
parasol face sunscreen cream tabir surya,parasol,face sunscreen cream tabir surya,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
white oil paraffin liquid,oil,,paraffin liquid,white,0.0,,Skincare Anti-Aging dan Brightening
somethinc holyshield uv watery sunscreen gel spf 50 pa,somethinc,sunscreen gel,,"holyshield uv watery, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
the originote ceramella sunscreen spf50 pa,the originote,sunscreen,ceramella,spf50 pa,0.0,,Skincare Anti-Aging dan Brightening
la roche posay hyalu anti - aging serum untuk semua jenis kulit hyaluronic acid sensitif kering kerutan garis halus,la roche posay,serum,"hyalu, hyaluronic acid","anti - aging, untuk semua jenis kulit, sensitif kering kerutan garis halus",4.0,,Brightening dengan Bahan Aktif
hanasui collagen sunscreen spf 30,hanasui,sunscreen,collagen,spf 30,4.0,,Brightening dengan Bahan Aktif
acnaway mugwort gel facial wash cleanser jerawat face,acnaway,gel facial wash cleanser,mugwort,jerawat face,1.0,,Pembersih Wajah dan Perawatan Jerawat
anessa uv sunscreen milk,anessa,sunscreen,milk,uv,0.0,,Skincare Anti-Aging dan Brightening
hanasui power bright expert serum extra powerful brightening actives dari niacinamide licorice untuk meningkatkan kecerahan kulit lebih baik melembapkan,hanasui,serum,"niacinamide, licorice","power bright expert, extra powerful brightening actives dari, untuk meningkatkan kecerahan kulit lebih baik melembapkan",4.0,,Brightening dengan Bahan Aktif
neutrogena hydro boost niacinamide serum wajah mencerahkan menghaluskan kulit hyaluronic acid,neutrogena hydro boost,serum wajah,"niacinamide, hyaluronic acid",mencerahkan menghaluskan kulit,4.0,,Brightening dengan Bahan Aktif
la roche posay retinol serum,la roche posay,serum,retinol,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
kahf triple action oil comedo defense face wash sabun wajah,kahf,face wash sabun wajah,,triple action oil comedo defense,0.0,,Skincare Anti-Aging dan Brightening
wardah amino gel cleanser vitamin c sabun cuci wajah low ph untuk kulit kusam dry kering senstive,wardah,"gel cleanser, sabun cuci wajah","amino, vitamin c",low ph untuk kulit kusam dry kering senstive,4.0,,Brightening dengan Bahan Aktif
wardah vitamin c ferulic acid radiant charge serum,wardah,serum,vitamin c ferulic acid,radiant charge,4.0,,Brightening dengan Bahan Aktif
amaterasun uv spf 35 pa dapat digunakan semua jenis kulit,amaterasun,,,"uv, spf 35 pa, dapat digunakan semua jenis kulit",0.0,,Skincare Anti-Aging dan Brightening
melano vitamin c brightening essence mencerahkan kulit mengurangi flek hitam pori besar,melano,essence,vitamin c,"brightening, mencerahkan kulit mengurangi flek hitam pori besar",0.0,,Skincare Anti-Aging dan Brightening
himalaya neem face wash,himalaya,face wash,neem,,0.0,,Skincare Anti-Aging dan Brightening
elformula advanced timeless essential eye cream,elformula,cream,,advanced timeless essential eye,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
derma day night,derma,,,day night,1.0,,Pembersih Wajah dan Perawatan Jerawat
cerave moisturising lotion,cerave,lotion,,moisturising,4.0,,Brightening dengan Bahan Aktif
senka whip collagen facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,"collagen, hyaluronic acid",untuk membersihkan kotoran wajah,3.0,,Hidrasi dan Perawatan Kulit Sensitif
neutrogena hydro boost water gel,neutrogena,boost water gel,,hydro,4.0,,Brightening dengan Bahan Aktif
senka whip,senka whip,,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
the originote hyalu serum,the originote,serum,hyalu,,4.0,,Brightening dengan Bahan Aktif
anessa moisturizer uv sunscreen spf 35 pa mild gel,anessa,"moisturizer, sunscreen, mild gel",,"uv, spf 35 pa",0.0,,Skincare Anti-Aging dan Brightening
garnier men wasabi foam,garnier men,wasabi foam,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
senka whip fresh,senka whip,,,fresh,3.0,,Hidrasi dan Perawatan Kulit Sensitif
ponds white beauty facial foam,ponds,facial foam,,white beauty,3.0,,Hidrasi dan Perawatan Kulit Sensitif
wardah uv shield airy smooth sunscreen serum spf 50 pa,wardah,sunscreen serum,,"uv shield airy smooth, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
wardah cica panthenol ceramide calm soothe gel moisturizer,wardah,gel moisturizer,"cica, panthenol ceramide",calm soothe,1.0,,Pembersih Wajah dan Perawatan Jerawat
senka whip rose facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,"rose, hyaluronic acid",untuk membersihkan kotoran wajah,4.0,,Brightening dengan Bahan Aktif
senka hydration hero deep moisturizer serum gel cream whip,"senka, whip",moisturizer serum gel cream,,hydration hero deep,4.0,,Brightening dengan Bahan Aktif
glad2glow pomegranate niacinamide brightening toner white mencerahkan meratakan warna kulit tekstur watery mudah menyerap,glad2glow,toner,pomegranate niacinamide,"brightening, white mencerahkan meratakan warna kulit tekstur watery mudah menyerap",1.0,,Pembersih Wajah dan Perawatan Jerawat
cerave smoothing cleanser salicylic acid ceramide face wash bumpy skin,cerave,"cleanser, face wash",salicylic acid ceramide,"smoothing, bumpy skin",4.0,,Brightening dengan Bahan Aktif
glad2glow peach retinol serum,glad2glow,serum,peach retinol,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific hyaluronic acid barrier essence hydration toner,skintific,"essence, toner",hyaluronic acid,"barrier, hydration",3.0,,Hidrasi dan Perawatan Kulit Sensitif
l oreal paris uvd anti - aging serum glycolic bright 1 konsentrasi mencerahkan wajah kusam menyamarkan noda hitam,l oreal paris,serum,glycolic,"uvd anti - aging, bright 1 konsentrasi mencerahkan wajah kusam menyamarkan noda hitam",4.0,,Brightening dengan Bahan Aktif
senka moisturizer serum gel cream,senka,"moisturizer, serum gel cream",,,4.0,,Brightening dengan Bahan Aktif
glad2glow dark spot serum wajah untuk mencerahkan kulit menyamarkan noda hitam,glad2glow,serum wajah,,"dark spot, untuk mencerahkan kulit menyamarkan noda hitam",4.0,,Brightening dengan Bahan Aktif
wardah tranexamic alpha arbutin niacinamide dark spot corrector gel moisturizer,wardah,gel moisturizer,"tranexamic alpha arbutin, niacinamide",dark spot corrector,1.0,,Pembersih Wajah dan Perawatan Jerawat
emina water bright glow gel mencerahkan mengurangi flek hitam menjaga kelembapan memperkuat skin barrier jerawat meredakan kemerahan kulit glowing niacinamide vitamin c moisturizer,emina,"water, gel, moisturizer",niacinamide vitamin c,"bright glow, mencerahkan mengurangi flek hitam, menjaga kelembapan memperkuat skin barrier jerawat meredakan kemerahan kulit glowing",4.0,,Brightening dengan Bahan Aktif
nsc novell smoothing cream,nsc,"novell, cream",,smoothing,4.0,,Brightening dengan Bahan Aktif
kahf oil jerawat care face wash,kahf,face wash,,oil jerawat care,0.0,,Skincare Anti-Aging dan Brightening
senka moisturizer gel cream whip,"senka, whip",moisturizer gel cream,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
aha lactic acid glycolic malic,aha,,lactic acid glycolic malic,,4.0,,Brightening dengan Bahan Aktif
serum avoskin your skin bae vitamin c kulit tampak lebih mencerahkan,avoskin your skin bae,serum,vitamin c,kulit tampak lebih mencerahkan,0.0,,Skincare Anti-Aging dan Brightening
skintific ceramide low ph cleanser facial wash sensitive skin,skintific,cleanser facial wash,ceramide,"low ph, sensitive skin",1.0,,Pembersih Wajah dan Perawatan Jerawat
himalaya exfoliating apricot face wash,himalaya,face wash,apricot,exfoliating,0.0,,Skincare Anti-Aging dan Brightening
the originote lip oil serum,the originote,lip oil serum,,,0.0,,Skincare Anti-Aging dan Brightening
l oreal paris glycolic bright exfoliant peel peeling solution menyamarkan noda bekas jerawat,l oreal paris,exfoliant peel,glycolic,"bright, peeling solution menyamarkan noda bekas jerawat",4.0,,Brightening dengan Bahan Aktif
cetaphil cleanser,cetaphil,cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
hanasui collagen sunscreen,hanasui,sunscreen,collagen,,4.0,,Brightening dengan Bahan Aktif
senka white facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka,facial foam,hyaluronic acid,"white, untuk membersihkan kotoran wajah",4.0,,Brightening dengan Bahan Aktif
ponds white beauty clean,ponds,,,"white beauty, clean",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
somethinc ceramic skin saviour moisturizer gel,somethinc,moisturizer gel,ceramic,skin saviour,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
the originote ceraluronic essence toner,the originote,essence toner,ceraluronic,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
cetaphil moisturizing cream,cetaphil,cream,,moisturizing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
y o u radiance glow illuminating serum pencerah kulit vitamin c niacinamide sakura untuk mencerahkan bercahaya,y o u,serum,vitamin c niacinamide sakura,"radiance glow illuminating, pencerah kulit, untuk mencerahkan bercahaya",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
hada labo gokujyun ultimate moisturizing light lotion,hada labo gokujyun,lotion,,ultimate moisturizing light,3.0,,Hidrasi dan Perawatan Kulit Sensitif
cetaphil cleanser,cetaphil,cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
glad2glow centella allantoin soothing gel moisturizer,glad2glow,gel moisturizer,centella allantoin,soothing,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
senka whip berry bright facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,"berry, hyaluronic acid","bright, untuk membersihkan kotoran wajah",3.0,,Hidrasi dan Perawatan Kulit Sensitif
senka whip jerawat care facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,hyaluronic acid,"jerawat care, untuk membersihkan kotoran wajah",3.0,,Hidrasi dan Perawatan Kulit Sensitif
nivea sun protect white instant aura serum spf50,nivea,serum,,"sun protect white instant aura, spf50",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
wardah renew you anti - aging facial wash,wardah,facial wash,,renew you anti - aging,1.0,,Pembersih Wajah dan Perawatan Jerawat
loreal uv defender matte fresh,loreal,,,uv defender matte fresh,0.0,,Skincare Anti-Aging dan Brightening
senka whip facial foam hyaluronic acid untuk membersihkan kotoran wajah,senka whip,facial foam,hyaluronic acid,untuk membersihkan kotoran wajah,3.0,,Hidrasi dan Perawatan Kulit Sensitif
